NEQ,IND_FAIL,DAT_IMMAT,COD_REGIM_JURI_x,COD_INTVAL_EMPLO_QUE,DAT_CESS_PREVU,COD_STAT_IMMAT,COD_FORME_JURI,DAT_STAT_IMMAT,COD_REGIM_JURI_CONSTI,DAT_DEPO_DECLR,AN_DECL,AN_PROD,DAT_LIMIT_PROD,AN_PROD_PRE,DAT_LIMIT_PROD_PRE,DAT_MAJ_INDEX_NOM,COD_ACT_ECON_CAE,NO_ACT_ECON_ASSUJ,DESC_ACT_ECON_ASSUJ,COD_ACT_ECON_CAE2,NO_ACT_ECON_ASSUJ2,DESC_ACT_ECON_ASSUJ2,NOM_LOCLT_CONSTI,DAT_CONSTI,IND_CONVEN_UNMN_ACTNR,IND_RET_TOUT_POUVR,IND_LIMIT_RESP,DAT_DEB_RESP,DAT_FIN_RESP,OBJET_SOC,NO_MTR_VOLONT,ADR_DOMCL_ADR_DISP,ADR_DOMCL_LIGN1_ADR,ADR_DOMCL_LIGN2_ADR,ADR_DOMCL_LIGN3_ADR,ADR_DOMCL_LIGN4_ADR,COD_TYP_CHANG,COD_REGIM_JURI_y,AUTR_REGIM_JURI,NOM_LOCLT,DAT_EFCTVT_x,NO_SUF_ETAB,IND_ETAB_PRINC,IND_SALON_BRONZ,IND_VENTE_TABAC_DETL,IND_DISP_x,LIGN1_ADR_x,LIGN2_ADR_x,LIGN3_ADR_x,LIGN4_ADR_x,COD_ACT_ECON,DESC_ACT_ECON_ETAB,NO_ACT_ECON_ETAB,COD_ACT_ECON2,DESC_ACT_ECON_ETAB2,NO_ACT_ECON_ETAB2,NOM_ETAB,NEQ_ASSUJ_REL,DENOMN_SOC,COD_RELA_ASSUJ,DAT_EFCTVT_y,IND_DISP_y,LIGN1_ADR_y,LIGN2_ADR_y,LIGN3_ADR_y,LIGN4_ADR_y,NOM_ASSUJ,NOM_ASSUJ_LANG_ETRNG,STAT_NOM,TYP_NOM_ASSUJ,DAT_INIT_NOM_ASSUJ,DAT_FIN_NOM_ASSUJ
1140729444,,1994-07-06,400,C,,RO,CIE,1996-01-01,21,1995-11-28,1995,2021,2021-11-15,2020,2020-11-15,1996-01-04,2599,1,FABRICATION ET TRANSFORMATION DE PRODUITS DU BOIS,,,,QUÉBEC,1963-07-16,N,,,,,,,N,360  rue Marquis,Saint-Célestin (Québec),,J0C1G0,CONTN,,,,1984-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,LA CIE DE BOIS LAURENTIDE INC.,LAURENTIDE LUMBER CO. INC.,A,N,1984-05-01,1995-03-13
1140729444,,1994-07-06,400,C,,RO,CIE,1996-01-01,21,1995-11-28,1995,2021,2021-11-15,2020,2020-11-15,1996-01-04,2599,1,FABRICATION ET TRANSFORMATION DE PRODUITS DU BOIS,,,,QUÉBEC,1963-07-16,N,,,,,,,N,360  rue Marquis,Saint-Célestin (Québec),,J0C1G0,CONTN,,,,1984-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,9019-1479 QUÉBEC INC.,,A,M,1995-03-13,1996-01-01
1140849606,,1994-07-26,400,A,,RO,CIE,2005-01-18,400,2005-01-18,2003,2021,2021-11-15,2020,2020-11-15,2005-01-18,2599,1,FABRIQUANT D'ARTICLES DE BOIS,,,,QUÉBEC,1994-07-26,N,,,,,,,N,1150  rue Principale,Saint-Ferdinand (Québec),,G0N1N0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9007-7389 QUÉBEC INC.,,A,M,1994-07-26,2005-01-18
1140589467,O,1994-06-13,24,A,,RD,CIE,2012-08-23,400,2008-11-24,2007,2021,2021-11-15,2020,2020-11-15,1994-06-10,2599,1,Ouvrier forestier,,,,QUÉBEC,1994-06-10,N,,,,,,,N,"485, RANG 10",GALLICHAN (QUÉBEC),,J0Z2B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9006-2845 QUÉBEC INC.,,A,M,1994-06-10,2012-08-23
1140525271,N,1994-06-02,24,O,,RO,CIE,2020-01-22,400,2017-09-05,2016,2021,2021-11-15,2020,2021-03-01,2020-01-22 14:41,2599,1,COUPE DE BOIS SUR MESURE,,,,QUÉBEC,1994-05-20,O,,,,,,,N,350  rue Lorrain,Saint-Jérôme (Québec),,J7Z0K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES CUISINES ARMANDO,,A,A,1998-06-26,2020-01-22
1140525271,N,1994-06-02,24,O,,RO,CIE,2020-01-22,400,2017-09-05,2016,2021,2021-11-15,2020,2021-03-01,2020-01-22 14:41,2599,1,COUPE DE BOIS SUR MESURE,,,,QUÉBEC,1994-05-20,O,,,,,,,N,350  rue Lorrain,Saint-Jérôme (Québec),,J7Z0K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPERT COUPE,,A,A,1994-09-21,1997-01-24
1140525271,N,1994-06-02,24,O,,RO,CIE,2020-01-22,400,2017-09-05,2016,2021,2021-11-15,2020,2021-03-01,2020-01-22 14:41,2599,1,COUPE DE BOIS SUR MESURE,,,,QUÉBEC,1994-05-20,O,,,,,,,N,350  rue Lorrain,Saint-Jérôme (Québec),,J7Z0K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9005-8124 QUÉBEC INC.,,A,M,1994-05-20,2020-01-22
1140618233,,1994-06-15,24,O,,RO,CIE,2003-05-02,400,2001-02-13,2000,2021,2021-11-15,2020,2020-11-15,2003-05-02,2599,1,TRANSFORMATION DU BOIS,,,,QUÉBEC,1992-01-21,N,,,,,,,N,R.R. 382  294 RG 8,LATULIPPE (QUÉBEC),,J0Z2N0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2947-3949 QUÉBEC INC.,,A,M,1992-01-21,2003-05-02
1140618233,,1994-06-15,24,O,,RO,CIE,2003-05-02,400,2001-02-13,2000,2021,2021-11-15,2020,2020-11-15,2003-05-02,2599,1,TRANSFORMATION DU BOIS,,,,QUÉBEC,1992-01-21,N,,,,,,,N,R.R. 382  294 RG 8,LATULIPPE (QUÉBEC),,J0Z2N0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSFORMATION D.L. ENR.,,A,A,1994-10-18,2001-02-13
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,1,O,N,N,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,2599,FABRICATION CLÔTURES & AUTRES PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTE REMAN,,V,A,2008-11-21,
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,1,O,N,N,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,2599,FABRICATION CLÔTURES & AUTRES PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEBOIS,,A,A,2008-11-21,2008-12-30
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,1,O,N,N,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,2599,FABRICATION CLÔTURES & AUTRES PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEWOOD,,A,A,2008-11-21,2008-12-30
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,1,O,N,N,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,2599,FABRICATION CLÔTURES & AUTRES PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEBOIS INC.,,V,A,2009-05-21,
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,1,O,N,N,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,2599,FABRICATION CLÔTURES & AUTRES PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEWOOD INC.,,V,A,2009-05-21,
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,1,O,N,N,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,2599,FABRICATION CLÔTURES & AUTRES PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEBOIS INC.,BARRETTEWOOD INC.,V,N,2008-12-28,
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,1,O,N,N,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,2599,FABRICATION CLÔTURES & AUTRES PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,FENCLO LTÉE,FENCLO LTD.,A,N,1975-03-06,2008-12-28
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,1,O,N,N,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,2599,FABRICATION CLÔTURES & AUTRES PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,FENCLO,,V,A,2008-12-30,
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,2,N,N,N,N,"110, RUE SAINTE-HEWIDGE",ROBERVAL (QUÉBEC),,G8H2M9,2599,FABRICATION PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTE REMAN,,V,A,2008-11-21,
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,2,N,N,N,N,"110, RUE SAINTE-HEWIDGE",ROBERVAL (QUÉBEC),,G8H2M9,2599,FABRICATION PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEBOIS,,A,A,2008-11-21,2008-12-30
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,2,N,N,N,N,"110, RUE SAINTE-HEWIDGE",ROBERVAL (QUÉBEC),,G8H2M9,2599,FABRICATION PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEWOOD,,A,A,2008-11-21,2008-12-30
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,2,N,N,N,N,"110, RUE SAINTE-HEWIDGE",ROBERVAL (QUÉBEC),,G8H2M9,2599,FABRICATION PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEBOIS INC.,,V,A,2009-05-21,
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,2,N,N,N,N,"110, RUE SAINTE-HEWIDGE",ROBERVAL (QUÉBEC),,G8H2M9,2599,FABRICATION PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEWOOD INC.,,V,A,2009-05-21,
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,2,N,N,N,N,"110, RUE SAINTE-HEWIDGE",ROBERVAL (QUÉBEC),,G8H2M9,2599,FABRICATION PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,BARRETTEBOIS INC.,BARRETTEWOOD INC.,V,N,2008-12-28,
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,2,N,N,N,N,"110, RUE SAINTE-HEWIDGE",ROBERVAL (QUÉBEC),,G8H2M9,2599,FABRICATION PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,FENCLO LTÉE,FENCLO LTD.,A,N,1975-03-06,2008-12-28
1140620601,N,1994-06-15,24,F,,IM,CIE,1994-06-15,400,2020-09-21,2019,2021,2022-06-29,2020,2021-06-30,2008-12-30,2599,1,FABRICATION DE CLÔTURES ET AUTRES PRODUITS DE BOIS,,,,QUÉBEC,1975-03-06,N,,,,,,,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,,,,,,2,N,N,N,N,"110, RUE SAINTE-HEWIDGE",ROBERVAL (QUÉBEC),,G8H2M9,2599,FABRICATION PRODUITS BOIS,1,,,,BARRETTEBOIS INC.,1165258436,BARRETTEBOIS INC.,FS,2008-12-28,N,583  ch. du Grand-Bernier N,Saint-Jean-sur-Richelieu (Québec),,J3B8K1,FENCLO,,V,A,2008-12-30,
1140580656,,1994-06-09,400,E,,RO,CIE,1996-11-04,400,1997-01-21,1996,2021,2021-11-15,2020,2020-11-15,1996-11-04,2599,1,"FABRICANT DE MANCHES, GOUJONS ET BLOCS DE BROSSES",,,,QUÉBEC,1992-03-09,N,,,,,,,N,340  rue Principale,Saint-Jules (Québec),,G0N1R0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GROUPE PARÉ-BROSSEL LTÉE,,A,N,1992-03-01,1996-11-04
1140583981,,1994-06-10,300,B,,RO,CIE,2002-05-10,32,2000-02-16,1999,2021,2021-11-15,2020,2020-11-15,2002-05-10,2593,1,MANUFACTURIER DE REVÊTEMENTS EXT. & PRODUITS INTÉRIEURS EN PANNEAUX RIGIDES,,,,NOVA SCOTIA,1993-12-23,N,,,,,,,N,"160, BOUL DE L'HÔPITAL SUITE 301",GATINEAU QC,,J8P6K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABT CANADA LIMITÉE,,A,N,1996-12-19,2002-05-10
1140583981,,1994-06-10,300,B,,RO,CIE,2002-05-10,32,2000-02-16,1999,2021,2021-11-15,2020,2020-11-15,2002-05-10,2593,1,MANUFACTURIER DE REVÊTEMENTS EXT. & PRODUITS INTÉRIEURS EN PANNEAUX RIGIDES,,,,NOVA SCOTIA,1993-12-23,N,,,,,,,N,"160, BOUL DE L'HÔPITAL SUITE 301",GATINEAU QC,,J8P6K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANEXEL,,A,A,1994-06-10,2002-05-10
1140583981,,1994-06-10,300,B,,RO,CIE,2002-05-10,32,2000-02-16,1999,2021,2021-11-15,2020,2020-11-15,2002-05-10,2593,1,MANUFACTURIER DE REVÊTEMENTS EXT. & PRODUITS INTÉRIEURS EN PANNEAUX RIGIDES,,,,NOVA SCOTIA,1993-12-23,N,,,,,,,N,"160, BOUL DE L'HÔPITAL SUITE 301",GATINEAU QC,,J8P6K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRODUITS DE CONSTRUCTION ABT CANADA LIMITÉE,,A,N,1993-12-23,1996-12-19
1141059353,,1994-09-07,104,D,,RO,CIE,2004-11-30,104,2003-11-21,2003,2021,2021-11-15,2020,2020-11-15,2004-11-30,2591,1,TRAITEMENT SOUS PRESSION DE POTEAUX ET AUTRES PIÈCES DE BOIS,,,,QUÉBEC,1977-11-15,N,,,,,,,N,488  rue Saint-Pierre,Saint-Raymond (Québec),,G3L1R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAITEMENT SOUS PRESSION L.D. LTÉE,,A,N,1978-04-01,1998-06-17
1141059353,,1994-09-07,104,D,,RO,CIE,2004-11-30,104,2003-11-21,2003,2021,2021-11-15,2020,2020-11-15,2004-11-30,2591,1,TRAITEMENT SOUS PRESSION DE POTEAUX ET AUTRES PIÈCES DE BOIS,,,,QUÉBEC,1977-11-15,N,,,,,,,N,488  rue Saint-Pierre,Saint-Raymond (Québec),,G3L1R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAITEMENT SOUS PRESSION L.D.,,A,A,1998-06-17,2004-11-30
1141059353,,1994-09-07,104,D,,RO,CIE,2004-11-30,104,2003-11-21,2003,2021,2021-11-15,2020,2020-11-15,2004-11-30,2591,1,TRAITEMENT SOUS PRESSION DE POTEAUX ET AUTRES PIÈCES DE BOIS,,,,QUÉBEC,1977-11-15,N,,,,,,,N,488  rue Saint-Pierre,Saint-Raymond (Québec),,G3L1R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRANSPORT LÉGARÉ,,A,A,1998-06-17,2004-11-30
1141059353,,1994-09-07,104,D,,RO,CIE,2004-11-30,104,2003-11-21,2003,2021,2021-11-15,2020,2020-11-15,2004-11-30,2591,1,TRAITEMENT SOUS PRESSION DE POTEAUX ET AUTRES PIÈCES DE BOIS,,,,QUÉBEC,1977-11-15,N,,,,,,,N,488  rue Saint-Pierre,Saint-Raymond (Québec),,G3L1R5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES INDUSTRIES LÉGARÉ (1998) LTÉE,LEGARE INDUSTRIES (1998) LTD,A,N,1998-06-17,2004-11-30
1141038142,,1994-09-01,400,C,,RO,CIE,2000-10-01,400,2000-01-27,1999,2021,2021-11-15,2020,2020-11-15,2000-10-01,2599,1,MANUFACTURIER JOUETS DE SOCIÉTÉ EN BOIS,,,,QUÉBEC,1974-06-27,N,,,,,,,N,36  boul. Industriel,Princeville (Québec),,G6L4P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDUSTRIES PRINCE INC.,PRINCE INDUSTRIES INC.,A,N,1985-02-01,2000-10-01
1141067026,N,1994-09-08,24,D,,IM,CIE,1994-09-08,21,2020-12-08,2020,2021,2022-06-01,2020,2021-06-01,1998-02-06,2599,1,FABRICATION DE BANDES DE CHANT ET DE PRODUITS DE PLACAGE DE BOIS,,,,QUÉBEC,1975-11-13,N,,,,,,,N,785  boul. Guimond,Longueuil (Québec),,J4G1M1,CONTN,,,,1984-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,LES INDUSTRIES CEDAN INC.,CEDAN INDUSTRIES INC.,V,N,1998-02-06,
1141067026,N,1994-09-08,24,D,,IM,CIE,1994-09-08,21,2020-12-08,2020,2021,2022-06-01,2020,2021-06-01,1998-02-06,2599,1,FABRICATION DE BANDES DE CHANT ET DE PRODUITS DE PLACAGE DE BOIS,,,,QUÉBEC,1975-11-13,N,,,,,,,N,785  boul. Guimond,Longueuil (Québec),,J4G1M1,CONTN,,,,1984-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,LES INDUSTRIES CEDAN INC.,,A,N,1983-07-01,1998-02-06
1141050899,N,1994-09-06,24,O,,IM,CIE,1994-09-06,400,2021-02-17,2020,2021,2022-05-01,2020,2021-05-01,2003-12-16,7215,1,SOCIÉTÉ DE PORTEFEUILLE,2599,2,Séchage de bois,QUÉBEC,1993-12-20,N,,,,,,,N,9  rue Debilly,Victoriaville (Québec),,G6P3T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GESTION JOCELYN RONDEAU INC.,,V,N,1993-12-20,
1141050899,N,1994-09-06,24,O,,IM,CIE,1994-09-06,400,2021-02-17,2020,2021,2022-05-01,2020,2021-05-01,2003-12-16,7215,1,SOCIÉTÉ DE PORTEFEUILLE,2599,2,Séchage de bois,QUÉBEC,1993-12-20,N,,,,,,,N,9  rue Debilly,Victoriaville (Québec),,G6P3T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMPING VAGUE À BOND,,A,A,2003-02-10,2003-12-16
1141050899,N,1994-09-06,24,O,,IM,CIE,1994-09-06,400,2021-02-17,2020,2021,2022-05-01,2020,2021-05-01,2003-12-16,7215,1,SOCIÉTÉ DE PORTEFEUILLE,2599,2,Séchage de bois,QUÉBEC,1993-12-20,N,,,,,,,N,9  rue Debilly,Victoriaville (Québec),,G6P3T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMPING VAGUE A BOUD,,A,A,1997-01-06,2003-02-10
1140897969,,1994-08-05,400,A,,RO,CIE,2003-09-24,400,2003-09-12,2002,2021,2021-11-15,2020,2020-11-15,2003-09-24,2599,1,FABRICATION D'OBJETS EN BOIS,,,,QUÉBEC,1993-03-31,N,,,,,,,N,"9755, MACOUL",ST-CALIXTE QC,,J0K1Z0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES BONBONS DU NORD INC.,,A,N,1993-03-31,1994-05-31
1140897969,,1994-08-05,400,A,,RO,CIE,2003-09-24,400,2003-09-12,2002,2021,2021-11-15,2020,2020-11-15,2003-09-24,2599,1,FABRICATION D'OBJETS EN BOIS,,,,QUÉBEC,1993-03-31,N,,,,,,,N,"9755, MACOUL",ST-CALIXTE QC,,J0K1Z0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GESTION CAUSDIA INC.,,A,N,1994-05-31,2003-09-24
1141015827,,1994-08-29,104,A,,RO,CIE,2001-05-04,104,1998-11-05,1998,2021,2021-11-15,2020,2020-11-15,2001-05-04,2599,1,FABRICATION DE PRODUITS D'ÉCRITURE ET AUTRES FOURNITURES EN BOIS,2592,2,TOURNAGE DE BOIS ET AUTRES MATIÈRES,QUÉBEC,1994-06-14,N,,,,,,,N,"17000, BOUL DES ACADIENS",ST-GRÉGOIRE (QUÉBEC),,G0X2T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3042316 CANADA INC.,,A,N,1994-06-14,2001-05-04
1141015827,,1994-08-29,104,A,,RO,CIE,2001-05-04,104,1998-11-05,1998,2021,2021-11-15,2020,2020-11-15,2001-05-04,2599,1,FABRICATION DE PRODUITS D'ÉCRITURE ET AUTRES FOURNITURES EN BOIS,2592,2,TOURNAGE DE BOIS ET AUTRES MATIÈRES,QUÉBEC,1994-06-14,N,,,,,,,N,"17000, BOUL DES ACADIENS",ST-GRÉGOIRE (QUÉBEC),,G0X2T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ÉBÉNISTERIE D'ANTAN,,A,A,1994-08-29,2001-05-04
